標題,發布時間
【醫院火災】【30日臺中市沙鹿區成功西街「梧棲童綜合醫院」4樓廁所電線冒煙，已撲滅，無傷亡】,112-07-30
【沙洲受困】【30日16:48新竹縣竹北市鳳山溪5人沙洲受困，20:01已全數平安救起，無傷亡】,112-07-30
【住宅火災】【30日23:09臺北市中山區南京東路一段13巷1住宅火災，已撲滅，1人輕傷送醫】,112-07-30
【住宅火災】【30日23:09臺北市文山區興德路住宅火災，已撲滅，無傷亡】,112-07-31
【資源回收場火災】【31日03:46花蓮縣玉里鎮信義路某資源回收場火災，已撲滅，無傷亡】,112-07-31
【倉庫火災】【31日09:23臺中市神岡區神岡路215巷倉庫火災，已撲滅，無傷亡】,112-08-01
​【住宅火災】【31日14:08新北市淡水區社厝坑住宅火災，已撲滅，無傷亡】,112-08-01
​【住宅火災】【31日18:09嘉義縣東石鄉蔦松村住宅火災，已撲滅，1男無生命徵象送醫】,112-08-01
​【工廠火災】【7月31日23:23新北市新莊區青山路一段工廠火災，已撲滅，無傷亡】,112-08-01
【倉庫火災】【1日19:32新北市林口區倉庫火災，已撲滅，無傷亡】,112-08-02
【地震】【2日13:11臺東縣政府東北方59.3公里(臺灣東部海域)發生芮氏規模3.7地震，無災情】,112-08-03
【車站火災】【2日17:57「臺北火車站」B1高鐵售票口上方天花板冒煙，已撲滅，無傷亡】,112-08-03
【工廠火災】【3日00:51臺北市士林區延平北路七段1工廠火災，已撲滅，無傷亡】結報,112-08-03
【車禍救護】【12:27桃園市復興鄉高義里雪霧鬧橋1台電外包商車輛翻落約50米邊坡，造成4死2傷，16:43全數救出送醫】結報,112-08-04
【臨時屋火災】【3日21:42屏東縣長治鄉下寮巷臨時屋火災，已撲滅，無傷亡】,112-08-04
【倉庫火災】【4日03:02臺南市善化區田寮里六分寮1倉庫火災，已撲滅，無傷亡】,112-08-04
【住宅火災】【4日05:46嘉義市蘭州四街1住宅火災，已撲滅，1死】,112-08-05
​【住宅火災】【4日17:23雲林縣斗六市泰安路1住宅火災，已撲滅，無傷亡】,112-08-05
​【地震】【4日20:25臺東縣政府南南東方113.0公里(臺灣東南部海域)發生芮氏規模5.0地震，無災情】,112-08-05
​【地震】【4日20:51臺東縣政府南南東方115.2公里(臺灣東南部海域)發生芮氏規模3.8地震，無災情】,112-08-05
​【住宅火災】【6日03:31臺中市大甲區通天路1倉庫火災，已撲滅，無傷亡】,112-08-06
​【瓦斯氣爆】【6日00:13新北市樹林區大慶街1住宅瓦斯氣爆，已撲滅，1男送醫】,112-08-06
【醫院火災】【8日臺中市太平區樹孝路「賢德醫院樹孝院區」5樓天花板冷氣馬達冒煙，已撲滅，無傷亡】,112-08-08
​ 【地震】【8日14:26臺東縣政府北北東方64.7公里(臺東縣長濱鄉)發生芮氏規模3.8地震，無災情】,112-08-09
​ 【住宅火災】【8日13:07新竹縣竹東鎮沿河街住宅火災，已撲滅，無傷亡】,112-08-09
【機車行火災】【8日23:30高雄市大寮區光明路二段機車行火災，已撲滅，無傷亡】,112-08-09
【工廠火災】【10日12:00桃園市八德區興豐路工廠火災，已撲滅，無傷亡】結報,112-08-11
【工廠火災】【10日14:04桃園市大溪區慈康路「堅慈原木家具」工廠火災，已撲滅，無傷亡】結報,112-08-11
【住宅火災】【11日03:31桃園市平鎮區中豐路1住宅火災，已撲滅，1女無生命徵象送桃園國醫】結報,112-08-11
【地震】【11日17:52花蓮縣政府南方22.5公里(花蓮縣近海)發生芮氏規模3.4地震，無災情】,112-08-12
【地震】【11日18:24高雄市政府東北方98.4公里(高雄市桃源區)發生芮氏規模4.2地震，無災情】,112-08-12
【鐵皮屋火災】【12日19:34苗栗縣竹南鎮公義路鐵皮屋火災，已撲滅，無傷亡】,112-08-13
【住宅火災】【13日06:23桃園市平鎮區廣豐街63巷住宅火災，已撲滅，1人明顯死亡】,112-08-13
​【地震】【13日20:06臺東縣政府南方107.9公里(臺灣東南部海域)發生芮氏規模4.7地震，無災情】,112-08-14
​【地震】【13日09:43臺東縣政府南方 237.9 公里(臺灣南部海域)發生芮氏規模5.9地震，無災情】,112-08-14
​【住宅火災】【13日06:23桃園市平鎮區廣豐街63巷住宅火災，已撲滅，1人明顯死亡】,112-08-14
【化學災害】【15日11:27臺南市新市區國際路「極光先進雷射股份有限公司」氟化物化學物質外洩，已止漏，無傷亡】,112-08-15
【學校火災】【15日12:19臺南市新市區「遠東科技大學」體育館地下1樓，已撲滅，2人燒燙傷送醫】,112-08-15
【里辦公處火災】【15日13:48臺北市文山區羅斯福路六段「景行里辦公處」火災，已撲滅，無傷亡】,112-08-15
【地震】【16日01:09花蓮縣政府北北東方21.8公里(花蓮縣近海)發生芮氏規模4.7地震，無災情】,112-08-16
【鐵皮屋火災】【18日02:17臺中市大里區鐵皮屋火災，已撲滅，無傷亡】,112-08-18
【學校火災】【17日11:51臺北市大安區羅斯福路4段1號「國立臺灣大學」實驗室火災，已撲滅，9學生輕傷送醫】,112-08-18
【工寮火災】【18日09:08臺中市和平區中興路三段1工寮火災，已撲滅，無傷亡】結報,112-08-19
【住宅火災】【18日09:27嘉義縣水上鄉大崙村1住宅火災，已撲滅，無傷亡】結報,112-08-19
【倉庫火災】【18日19:01臺南市東山區嶺南里1倉庫火災，已撲滅，無傷亡】結報,112-08-19
【倉庫火災】【18日20:35新北市泰山區黎明路1輪胎倉庫火災，已撲滅，無傷亡】修正結報,112-08-19
【住宅火災】【18日21:56新北市鶯歌區福隆一街1住宅火災，已撲滅，1男焦屍】結報,112-08-19
【住宅火災】【19日12:57臺北市大同區迪化街1段1住宅火災，已撲滅，無傷亡】,112-08-20
【工廠火災】【19日15:24桃園市桃園區大誠路「欣興電子大誠廠」火災，已撲滅，無傷亡】,112-08-20
【住宅火災】【20日02:23嘉義縣新港鄉中洋村1住宅火災，已撲滅，1無生命徵象、1燒燙傷】,112-08-20
​【學校火災】【20日19:19高雄市鳳山區龍成路111號「高雄市立五甲國中」火災，已撲滅，無傷亡】,112-08-21
​【工廠火災】【21日23:53彰化縣秀水鄉中山路133巷「長泓能源科技公司」火災，已撲滅，無傷亡】,112-08-22
【資源回收場火災】【22日14:20臺中市梧棲區梧南路25號「增明環保資源回收場」火災，已撲滅，無傷亡】,112-08-23
【船舶火災】【25日17:50屏東縣東港鎮「東港漁港」船舶火災，已撲滅，無傷亡】,112-08-26
【地震】【25日07:34宜蘭縣政府西南方45.9公里(宜蘭縣南澳鄉)發生芮氏規模3.7地震，無災情】,112-08-26
【地震】【26日15:59嘉義縣政府東北方12.7公里(嘉義縣新港鄉)發生芮氏規模3.8地震，無災情】,112-08-27
【資源回收場火災】【26日20:13新北市板橋區長江路三段1巷23號「瑞濠行資源回收場」，已撲滅，無傷亡】結報,112-08-27
​【地震】【27日13:10宜蘭縣政府西南方45.4公里(宜蘭縣南澳鄉)發生芮氏規模3.1地震，無災情】,112-08-27
​【地震】【27日19:04臺東縣政府北北西方16.9公里(臺東縣卑南鄉)發生芮氏規模4.1地震，無災情】,112-08-27
​【工廠火災】【27日16:46宜蘭縣五結鄉國民中路31-1號工廠火災，已撲滅，無傷亡】,112-08-28
​【住宅火災】【28日04:18臺南市南區大同路二段656巷1住宅火災，已撲滅，1女傷燙傷送醫】,112-08-28
​【工廠火災】【28日06:32新北市五股區五工一路121號「潔保實業有限公司」工廠火災，已撲滅，1消防輕傷】,112-08-29
【汽車火災】【28日14:40高雄市三民區建興三巷20號義永寺停車場1貨車火災，已撲滅，1焦屍】,112-08-29
【工廠火災】【28日17:58臺中市豐原區鎌村路1汽車修配廠火災，已撲滅，無傷亡】,112-08-29
​【工廠火災】【28日20:05彰化縣溪州鄉中央路3段「大成彈簧床 」工廠火災，已撲滅，無傷亡】,112-08-29
【住宅火災】【29日00:22臺中市霧峰區光明路1住宅火災，已撲滅，無傷亡】,112-08-29
【住宅火災】【29日01:03新竹縣竹北市中華路1住宅火災，已撲滅，1無生命徵象、1意識模糊】,112-08-29
​【住宅火災】【31日03:06臺北市士林區通河東街一段住宅火災，已撲滅，1男無生命徵象送醫】,112-08-31
【地震】【31日12:49嘉義縣政府東北方14.0公里(嘉義縣民雄鄉)發生芮氏規模4.5地震，無災情】,112-08-31
【貨櫃火災】【31日19:19臺中港「32號碼頭」(長榮國際儲運)貨櫃火災，已撲滅，無傷亡】,112-08-31
【船舶火災】【2日08:26高雄市「9號碼頭」船舶火災，已撲滅，無傷亡】,112-09-03
【汽修廠火災】【2日12:13桃園市龜山區大坑路一段「元江汽車保修廠」火災，已撲滅，無傷亡】,112-09-03
【漁船火災】【3日15:45新竹市北區「南寮漁港」2漁船火災，已撲滅，無傷亡】,112-09-03
【工廠火災】【4日06:20高雄市大社區塩埕巷某造紙工廠火災，火勢撲滅，無傷亡】,112-09-04
【地震】【4日 22:42嘉義縣政府西南方13.0公里(嘉義縣義竹鄉)發生芮氏規模3.2地震，無災情】,112-09-05
【倉庫火災】【5日00:01花蓮縣瑞穗鄉鶴岡村興鶴路一段倉庫火災，火勢撲滅，無傷亡】,112-09-05
【沙洲受困】【6日18:26新竹縣竹東鎮頭前溪2釣客沙洲受困，22:11全數平安救起，無傷亡】,112-09-06
【住宅火災】【6日21:49新北市汐止區汐萬路三段某住宅火災，火勢已撲滅，5人輕傷送醫】,112-09-06
【工廠火災】【7日02:44臺中市龍井區工業路「盛億應用科技有限公司」火災，火勢撲滅，無傷亡】,112-09-07
【工廠火災】【7日21:49新北市新莊區化成路「廣積科技股份有限公司」火災，已撲滅，無傷亡】,112-09-08
【工廠火災】【8日03:02新北市三峽區三樹路222巷1工廠火災，已撲滅，無傷亡】,112-09-08
​【住宅火災】【8日08:20高雄市大樹區安和街42巷某1層平房火災，已撲滅，1男死亡】,112-09-08
【住宅火災】【9日16:23臺北市萬華區桂林路1住宅火災，已撲滅，1男焦屍】,112-09-09
【住宅火災】【9日18:56屏東縣潮州鎮中山路1住宅火災，已撲滅，1男焦屍】,112-09-09
【工廠火災】【11日20:32新北市五股區民義路二段50號之11「鑫晟企業有限公司」工廠火災，已撲滅，無傷亡】,112-09-12
【工廠火災】【12日06:37新竹縣湖口鄉復興路「居易科技股份有限公司」工廠火災，已撲滅，無傷亡】,112-09-12
【工廠火災】【12日16:53新北市土城區南天母路1住宅火災，已撲滅，1女焦屍】,112-09-12
【汽修廠火災】【12日21:40桃園市平鎮區長安路汽修廠火災，已撲滅，無傷亡】,112-09-12
【山域事故】【13日高雄市桃源區「南玉山」1女疑似胃出血，本日空勤直升機及本署特搜共勤吊掛成功】,112-09-14
【船舶火災】【13日16:01高雄市旗津區中洲三路「中信造船廠」船舶火災，已撲滅，無傷亡】結報,112-09-14
【地震】【15日18:34宜蘭縣政府南方 38.4 公里(宜蘭縣近海)發生芮氏規模5.0地震，無災情】,112-09-16
【山域事故】【16日07:24臺中市和平區「中央尖溪山屋」一行13人登山隊，其中2人受傷，空勤直升機及本署特搜共勤吊掛成功】,112-09-17
【山域事故】【16日09:24嘉義縣阿里山鄉「排雲山莊」一行10人登山隊，其中1男視網膜剝離、疑似中風，空勤直升機及本署特搜共勤吊掛成功】,112-09-17
【倉庫火災】【17日00:16桃園市新屋區五谷路1倉庫火災，已撲滅，無傷亡】,112-09-17
【地震】【17日04:41屏東縣政府東南方61.7公里(屏東縣獅子鄉)發生芮氏規模3.6地震，無災情】,112-09-17
【工寮火災】【18日07:38花蓮縣光復鄉馬太鞍橋旁1木造工寮(無門牌)火災，已撲滅，無傷亡】,112-09-18
【工廠火災】【19日00:25宜蘭縣五結鄉國民中路「肯志塑膠工廠」火災，火勢撲滅，無傷亡】,112-09-19
【工廠-戶外空地火災】【21日01:08高雄市小港區光陽街「明逢企業行」汽車維修廠旁戶外空地火災，已撲滅，無傷亡】,112-09-21
【住宅火災】【20日19:25彰化縣彰化市中華西路住宅火災，已撲滅，1人嗆傷送醫】,112-09-21
【地震】【20日19:09花蓮縣政府北北東方31.4公里(花蓮縣近海)發生芮氏規模3.9地震，無災情】,112-09-21
【地震】【20日13:25花蓮縣政府西南方50.5公里(花蓮縣萬榮鄉)發生芮氏規模3.6地震，無災情】,112-09-21
【商店火災】【20日06:26臺中市豐原區豐原大道三段商店火災，已撲滅，無傷亡】,112-09-21
【住宅火災】【12日17:16臺中市東勢區石城街1住宅火災，已撲滅，無傷亡】,112-09-21
【資源回收場火災】【21日23:08高雄市林園區工業二路「弗生企業有限公司」資源回收場火災，已撲滅，無傷亡】,112-09-22
​【住宅火災】【22日04:36臺北市萬華區和平西路3段1住宅火災，已撲滅，1焦屍】,112-09-22
【住宅火災】【23日11:06新北市新店區安和路三段1住宅火災，已撲滅，無傷亡】,112-09-23
【住宅火災】【23日16:17新北市土城區中央路一段1住宅縱火，消防到場已無火煙，無傷亡】,112-09-23
【住宅火災】【25日14:49苗栗縣苑裡鎮新復里住宅火災，已撲滅，無傷亡】,112-09-26
【地震】【26日01:36花蓮縣政府南南西方90.2公里(花蓮縣卓溪鄉)發生芮氏規模3.9地震，無災情】,112-09-26
【鐵皮屋火災】【26日13:44臺中市北區文化街1連棟鐵皮屋火災，已撲滅，無傷亡】結報,112-09-27
【地震】【26日20:30臺東縣政府北北東方43.2公里(臺東縣成功鎮)發生芮氏規模4.0地震，無災情,112-09-27
【小木屋火災】【27日00:16屏東縣林邊鄉下庄路1小木屋火災，已撲滅，無傷亡】結報,112-09-27
【資源回收場火災】【28日02:35新北市八里區福德新村1資源回收廠火災，已撲滅，無傷亡】,112-09-28
【山域事故】【26日14:03花蓮縣卓溪鄉塔芬山屋一行4人其中1男心臟不適(有裝支架)無法行走，空勤直升機及本署特搜共勤吊掛成功】,112-09-28
【學校火災】【28日02:35嘉義市彌陀路174號「國立嘉義高級工業職業學校」莊敬樓東側1樓男廁火災，已撲滅，無傷亡】,112-09-29
​【倉庫火災】【29日00:14花蓮縣吉安鄉中央路二段172巷6號之3「東大慶企業社」倉庫火災，已撲滅，無傷亡】,112-09-29
​【住宅火災】【29日03:37宜蘭縣羅東鎮忠孝新村1住宅火災，已撲滅，無傷亡】,112-09-29
​【住宅火災】【29日13:08新竹縣湖口鄉祥喜路808巷61弄1住宅縱火，已撲滅，無傷亡】,112-09-30
​【山域事故】【28日15:34臺中市和平區聖稜線素密達山屋1男腳扭傷無法移動，空勤直升機及本署特搜共勤成功吊掛送醫】,112-10-01
​【工寮火災】【1日00:29高雄市橋頭區橋燕路工寮火災，已撲滅，無傷亡】,112-10-01
​【倉庫火災】【1日01:36台中市石岡區萬仙街倉庫火災，已撲滅，無傷亡】,112-10-01
​【住宅火災】【1日05:45嘉義市東區公明路住宅火災，已撲滅，1女無生命徵象送醫】,112-10-01
【垃圾掩埋場火災】【9月30日15:19澎湖縣｢吉貝村垃圾掩埋場」火災，火勢已控制，10月1日加派消防人力前往滅火，無傷亡】,112-10-01
【汽車火災】【1日01:47屏東縣屏東市中正路某社區大樓停車場縱火，已撲滅，無傷亡】,112-10-01
【工廠火災】【2日03:33臺南市後壁區「達瑩企業股份有限公司」工廠火災，已撲滅，無傷亡】,112-10-02
【地震】【4日08:45臺東縣政府北北東方64.7公里(臺東縣近海)發生芮氏規模3.7地震，無災情】,112-10-05
【學校火災】【4日10:39桃園市桃園區民權路「桃園國小」廚房電箱短路致戶外電線火災，已撲滅，無傷亡】,112-10-05
​【學校火災】【5日13:59彰化縣埔鹽鄉番金路68-1號「天盛國民小學」倉庫火災，已撲滅，無傷亡】,112-10-06
​【住宅火災】【6日02:49彰化縣埔鹽鄉番金路1住宅火災，已撲滅，救出2人(1男焦屍、另1男嗆傷送醫)】,112-10-06
​【機關宿舍火災】【6日05:32高雄市岡山區岡燕路375號「內政部警政署保安警察第五總隊」宿舍火災，已撲滅，無傷亡】,112-10-06
【機車行火災】【7日00:10臺南市安南區公學路2段「日盛機車行」火災，已撲滅，救出1男嗆傷送醫，另疏散12人】,112-10-07
【住宅火災】【7日00:21臺南市東區仁和路住宅火災，已撲滅，救出2人(未受傷)】,112-10-07
【資源回收場火災】【6日22:24南投縣草屯鎮清潔隊資源回收場火災，已撲滅，無傷亡】,112-10-07
【倉庫火災】【6日21:25新竹縣芎林鄉文山路倉庫火災，已撲滅，無傷亡】,112-10-07
【戒毒中心火災】【8日01:54淡水區商工路1戒毒所火災，已撲滅，疏散17人，11人預防性送醫】,112-10-08
​【地震】【10日04:18南投縣政府東北東方36.0公里(南投縣埔里鎮)發生芮氏規模3.8地震，無災情】,112-10-10
​【地震】【10日00:28雲林縣政府南南東方13.0公里(雲林縣古坑鄉)發生芮氏規模3.0地震，無災情】,112-10-10
​【消防快訊-9日22:08新竹市北區鐵道路3段住宅火災，已撲滅，無傷亡】,112-10-10
​【工廠火災】【9日18:53新北市三峽區弘道路「名晉紙器有限公司」紙箱工廠火災，已撲滅，無傷亡】,112-10-10
​【地震】【9日18:47花蓮縣政府西南方 37.4 公里(花蓮縣萬榮鄉)發生芮氏規模3.5地震，無災情】,112-10-10
【旅館火災】【12日03:02彰化縣彰化市辭修路「第八月台」汽車旅館火災，已撲滅，無傷亡】,112-10-12
【地震】【11日18:36花蓮縣政府南南西方86.9公里(花蓮縣富里鄉)發生芮氏規模5.8地震，無災情】,112-10-12
【地震】【12日20:16高雄市政府東北方42.5公里(高雄市美濃區)發生芮氏規模4.9地震，無災情】,112-10-13
【雞舍火災】【12日23:58南投縣國姓鄉國姓路1雞舍火災，已撲滅，無傷亡】,112-10-13
【住宅火災】【13日03:10嘉義縣民雄鄉東湖村1住宅火災，已撲滅，1男無生命徵象送醫】結報,112-10-13
【機關火災】【14日01:24新北市蘆洲區集賢路245號5樓「新北市環保局第四稽查隊」辦公室火災，已撲滅，1送醫】,112-10-14
​【山域事故】【14日14:15屏東縣泰武鄉「檜谷山莊」1女摔傷，15日空勤直升機及本署特搜共勤成功吊掛送醫】,112-10-15
【地震】【15日21:32花蓮縣政府西南方43.1公里(花蓮縣光復鄉)發生芮氏規模3.6地震，無災情】,112-10-15
【住宅火災】【16日01:37臺南市麻豆區自由路1住宅縱火，已撲滅，1女輕傷送醫】,112-10-16
​【住宅火災】【16日10:34嘉義縣民雄鄉菁埔村住宅火災，已撲滅，救出2童無生命徵象送醫】,112-10-17
【工廠火災】【16日17:22桃園市觀音區「錦美紙業」工廠火災，17日04:28火勢撲滅，無傷亡】,112-10-17
​【倉庫火災】【16日23:35新北市板橋區陽明街倉庫火災，已撲滅，1女明顯死亡】,112-10-17
【新建工地火災】【17日17:27桃園市龜山區萬壽路2段601巷後方新建工地火災，21:36火勢撲滅，無傷亡】,112-10-17
【店鋪火災】【20日07:49高雄市美濃區中正路二段「吉利金香舖」店鋪火災，已撲滅，無傷亡】,112-10-20
【地震】【20日15:00高雄市政府東北方78.2公里(高雄市桃源區)發生芮氏規模3.9地震，無災情】,112-10-20
【木材工廠火災】【20日22:50高雄市梓官區八德路木材工廠火災，已撲滅，無傷亡】,112-10-20
【倉庫火災】【21日03:33嘉義縣大林鎮中坑里1倉庫火災，已撲滅，無傷亡】,112-10-21
【住宅火災】【22日彰化縣和美鎮東萊路住宅火災，已撲滅，1無生命徵象送醫】,112-10-22
​【山域事故】【21日12:01臺中市和平區「730林道」往「鈴鳴山」1男摔落邊坡，22日空勤直升機及本署特搜共勤成功吊掛送醫】,112-10-23
​【山域事故】【22日12:10新北市雙溪區「燦光寮步道」一行8人登山健走，其中7人遭蜂螫傷，13:32全數送醫】,112-10-23
​【地震】【22日14:52宜蘭縣政府東北東方16.7公里(宜蘭縣近海)發生芮氏規模4.5地震，無災情】,112-10-23
​【山域事故】【22日07:44嘉義縣阿里山鄉「水漾森林」2登山團(台中霧峰山岳社12人、新竹登山自主團12人)，共計12人遭虎頭蜂螫傷，14:12護送至登山口後自行就醫】,112-10-23
​【山域事故】【21日20:58臺中市和平區「南湖山屋」1女高山症，23日空勤直升機搭載本署特搜共勤成功吊掛送醫】,112-10-23
​【地震】【23日21:19臺東縣政府東北方31.2公里(臺東縣近海)發生芮氏規模4.8地震，無災情】,112-10-24
​【地震】【24日07:05花蓮縣政府東方120.2公里(台灣東部海域)發生芮氏規模6.2地震，無災情】,112-10-24
【工廠火災】【24日07:00新北市蘆洲區仁愛街1工廠火災，已撲滅，無傷亡】,112-10-25
【商店火災】【24日23:18嘉義市西區友愛路和興雅路交叉路口12戶連棟商店火災，25日01:36火勢撲滅，無傷亡】,112-10-25
【工廠火災】【24日23:20新北市五股區成泰路「均展國際貿易有限公司」火災，25日01:09火勢撲滅，無傷亡】,112-10-25
【山域事故】【25日08:28苗栗縣泰安鄉「奇峻山南鞍營地」一行2人，其中1男受傷無法行走，空勤直升機及本署特搜共勤成功吊掛送醫】,112-10-25
【職業災害】【25日14:18高雄市路竹科學園區後鄉路2工人遭土石掩埋，1無生命徵象、1輕傷全數救出送醫】,112-10-25
【職業災害】【25日15:14南投縣仁愛鄉奧萬大森林區1台電工人摔落邊坡、無生命徵象，消防已救出送醫】,112-10-25
【住宅火災】【25日19:07南投縣集集鎮集集街住宅火災，火勢已撲滅，無傷亡】,112-10-25
【工廠火災】【25日13:38彰化縣芬園鄉碧興路201巷23弄54號「宏昌家具廠」火災，已撲滅，1男員工輕傷送醫】,112-10-25
【陸上交通事故-屏東縣屏東市龍華西路47號前1自小客車自撞，1無生命徵象3輕傷送醫】,112-10-25
【住宅火災】【26日01:49新北市金山區三界里半嶺某住宅火災，已撲滅，無傷亡】,112-10-26
【宮廟火災】【27日12:20臺北市文山區景隆街土地公廟火災，火勢撲滅，無傷亡】,112-10-27
【工廠火災】【28日02:09新北市樹林區西圳街2段「成功瀝青」工廠火災，火勢撲滅，無傷亡】,112-10-28
【地震】【28日10:16臺東縣政府東南方36.1公里(臺灣東南部海域)發生芮氏規模4.5地震，無災情】,112-10-29
【住宅火災】【28日11:42臺南市永康區塩行路1住宅火災，已撲滅、救出2人，無傷亡】結報,112-10-29
【地震】【28日16:33宜蘭縣政府南南東方31.3公里(宜蘭縣近海)發生芮氏規模3.7地震，無災情】,112-10-29
【船舶火災】【28日19:21臺中市清水區臺中港內船塢工作船火災，已撲滅，無傷亡】初(結)報,112-10-29
【汽車賣場火災】【29日00:36高雄市小港區高鳳路「宏昌汽車」火災，已撲滅，無傷亡】結報,112-10-29
【出租套房火災】【28日22:17臺南市永康區中華2路283巷某住宅出租套房火災，已撲滅，1重傷1輕傷】更正結報,112-10-29
【住宅火災】【29日04:31屏東縣屏東市民享路1住宅火災，已撲滅，1死1重傷】結報,112-10-29
​【公務機關-機房火災】【30日11:11南投縣草屯鎮芬草路3段「高工局中區養護工程分局草屯機房」發電機房火災，已撲滅，無傷亡】,112-10-31
​【住宅火災】【30日13:40臺中市大甲區賢仁路住宅火災，已撲滅，無傷亡】,112-10-31
​【學校火災】【30日18:18金門縣金寧鄉「金門大學」華僑大樓微波爐冒煙，已撲滅，無傷亡】,112-10-31
​【地震】【31日04:32宜蘭縣政府南方28.5公里(宜蘭縣南澳鄉)發生芮氏規模3.2地震，無災情】,112-10-31
​【地震】【31日20:33臺東縣政府東北方72.0公里(臺灣東部海域)發生芮氏規模4.7地震，無災情】,112-11-01
【住宅火災】【31日22:52嘉義市西區玉山路住宅火災，已撲滅，無傷亡】,112-11-01
【工廠火災】【10月31日22:53新北市新莊區化成路「創志科技顧問股份有限公司」工廠火災，已撲滅，無傷亡】,112-11-01
【住宅火災】【1日16:25南投縣信義鄉波石巷住宅火災，已撲滅，無傷亡】,112-11-02
【緊急救護】【2日09:52臺東市正氣北路「國立臺東專科學校」噴灑辣椒水嬉鬧，計9學生送醫】,112-11-02
【山域事故】【2日花蓮縣卓溪鄉秀姑巒山「秀馬山屋遺址」1男右膝受傷疑似骨折，空勤直升機及本署特搜共勤吊掛成功】,112-11-02
【學校火災】【2日21:22「新北市立樹林高級中學」實驗室火災，已撲滅，無傷亡】,112-11-02
【瓦斯洩漏】【3日00:22新竹縣竹北市勝利八街一段附近瓦斯洩漏，01:36瓦斯公司已關閉管線，無傷亡】,112-11-03
【住宅火災】【3日02:43臺中市太平區中山路二段59巷1住宅火災，火勢撲滅，1死1失蹤、持續搶救中】,112-11-03
【山域事故】【2日18:00臺中市和平區「南湖山屋」一行2人，其中1女左腳踝骨折，空勤直升機及本署特搜共勤救援成功】,112-11-03
【工廠火災】【4日12:39桃園市八德區榮興路「長林企業社」工廠火災，14:46火勢撲滅，無傷亡】,112-11-04
【廢棄工寮火災】【4日09:26彰化縣溪湖鎮二溪路1段廢棄菇類工寮火災，11:55火勢撲滅，1拆屋工人燒燙傷自行就醫】,112-11-04
【五金行火災】【5日04:06桃園市觀音區忠孝路「新銳五金」五金行火災，05:13火勢撲滅，無傷亡】,112-11-05
【山域事故】【4日05:29花蓮縣秀林鄉「奇萊東稜-北鞍營地」一行13人，其中1男疑似高山肺水腫，空勤直升機及本署特搜共勤成功吊掛】,112-11-05
【瓦斯氣爆】【5日08:52新北市中和區永貞路「聚香園北方麵食館」瓦斯氣爆，已撲滅，1女員工送醫】初（結）報,112-11-06
【瓦斯氣爆】【5日10:17新北市新莊區建國一路「五路鍋聖小火鍋」瓦斯氣爆，到場無火煙，無傷亡】初（結）報,112-11-06
【住宅火災】【5日12:43嘉義縣鹿草鄉竹山村1住宅火災，火勢已撲滅，救出1人(無生命徵象)】結報,112-11-06
【山域事故】【5日11:22高雄市桃源區「小關山-神池營地」一行13人，其中1男摔傷疑似骨折，空勤直升機及本署特搜共勤成功吊掛送醫】結報,112-11-06
【宮廟火災】【5日15:01新北市中和區華新街109巷「威勝宮」宮廟火災，已撲滅，無傷亡】初(結)報,112-11-06
【陸上交通事故】【5日15:17宜蘭縣大同鄉太平山公路1遊覽車翻覆，全車42人，其中1女無生命徵象、5重傷、6中傷、27輕傷，傷者39人全數送醫，另3人未受傷未送醫】更正結報,112-11-06
【(修正)住宅火災】【5日20:02新北市林口區菁埔路1住宅火災，火勢撲滅，無傷亡】結報,112-11-06
【貨車火災】【6日04:23新北市林口區國道1號南下38K處1大貨車火災，已撲滅，無傷亡】,112-11-06
【山域事故】【6日05:52南投縣仁愛縣「天池山莊」一行2人，其中1男高山症、無法行走，空勤直升機及本署特搜共勤成功吊掛】,112-11-06
【公所火災】【6日07:14臺東縣臺東市博愛路「臺東市公所」火災，已撲滅，無傷亡】,112-11-06
【工安事故】【6日08:48臺南市興化區中興路375號「成功醬油」，3人掉落醬油槽救起後無生命徵象送醫】,112-11-06
【車輛火災】【6日09:41國道1號北上西螺服務區出口自小客車火災，已撲滅，無傷亡】,112-11-06
​【地震】【7日16:20宜蘭縣政府南南東方23.9公里(宜蘭縣南澳鄉)發生芮氏規模3.7地震，無災情】,112-11-08
​【資源回收廠火災】【7日22:43臺南市「永康區清潔隊」資源回收廠火災，23:10火勢撲滅，無傷亡】,112-11-08
​【汽車火災】【8日02:27國道1號南向9.6公里處，1小貨車追撞中油油罐車後起火燃燒，02:43火勢撲滅，1焦屍】,112-11-08
​【工寮火災】【8日02:18桃園市龍潭區小北坑街1工寮火災，03:40火勢撲滅，1焦屍】,112-11-08
【緊急救護-蜂螫】【8日10:16臺東縣延平鄉鸞山村「鸞山森林博物館」附近山區，11人遭蜂螫，其中2人意識不清，10:53全數送醫】,112-11-09
【住宅火災】【8日19:28桃園市桃園區龍壽街1住宅火災，已撲滅，1女焦屍、1女急救無效死亡、1男童急救後恢復生命徵象】,112-11-09
【住宅火災】【8日19:43南投縣水里鄉水信路二路1住宅火災，已撲滅，1女焦屍、1女灼傷送醫】,112-11-09
​【倉庫火災】【8日21:13嘉義縣布袋鎮新岑里1倉庫火災，已撲滅，無傷亡】,112-11-09
​【店鋪火災】【9日23:10臺中市東興市場火災，已撲滅，2輕傷送醫】結報,112-11-10
【廢棄工廠火災】【10日09:47新北市樹林區東順街1廢棄工廠火災，已撲滅，無傷亡】,112-11-10
