標題,發布時間
​【地震】【6月21日09:30花蓮縣政府南南西方41.0公里(花蓮縣豐濱鄉)發生芮氏規模4.1地震，無災情】,111-06-22
​【機關火災】【21日09:16高雄市「內政部警政署高雄港務警察總隊」火災，已撲滅，無傷亡】,111-06-22
​【山域事故】【21日新竹縣五峰鄉大鹿林道檜山1大體，空勤直升機及本署特搜共勤成功吊掛】,111-06-22
​【山域事故】【21日南投縣仁愛鄉合歡北峰1男失溫、摔傷無法行走，空勤直升機及本署特搜共勤成功吊掛後送】,111-06-22
​【地震】【6月21日14:52花蓮縣政府南南西方38.5公里(花蓮縣光復鄉)發生芮氏規模3.7地震，無災情】,111-06-22
​【住宅火災】【21日14:29臺東縣成功鎮八邊路1住宅火災，已撲滅，無傷亡】,111-06-22
​【地震】【6月21日20:01花蓮縣政府南南西方33.1公里(花蓮縣光復鄉)發生芮氏規模3.6地震，無災情】,111-06-22
​【地震】【6月21日20:05花蓮縣政府南南西方32.9公里(花蓮縣鳳林鎮)發生芮氏規模3.9地震，無災情】,111-06-22
​【住宅火災】【21日17:59新竹縣尖石鄉秀巒村住宅火災，已撲滅，無傷亡】,111-06-22
​【住宅火災】【21日21:58臺中市南區復興路三段1住宅火災，已撲滅，2死2輕傷】,111-06-22
【地震】【6月22日02:52花蓮縣政府南南西方43.0公里(花蓮縣光復鄉)發生芮氏規模3.5地震，無災情】,111-06-22
​【地震】【6月22日03:08花蓮縣政府南南西方31.1公里(花蓮縣鳳林鎮)發生芮氏規模3.5地震，無災情】,111-06-22
​【地震】【6月22日04:52花蓮縣政府南南西方34.7公里(花蓮縣豐濱鄉)發生芮氏規模3.4地震，無災情】,111-06-22
【山域事故】【23日花蓮縣卓溪鄉馬利加南山屋1男高山症，空勤直升機及本署特搜共勤成功吊掛後送】,111-06-24
【陸上交通事故】【23日09:29屏東縣枋寮鄉中正大路791號前3汽車車禍，5人輕傷送醫】,111-06-24
【學校火災】【04:28新北市板橋區「後埔國小」火災，已撲滅，無傷亡】,111-06-24
【飯店火災】【23日13:31臺北市松山區南京東路三段255號兄弟飯店火災，已撲滅，無傷亡】,111-06-24
【山域事故】【23日臺中市和平區大劍山1女右手掌開放性骨折，空勤直升機及本署特搜共勤成功吊掛後送】,111-06-24
【住宅火災】【23日19:18宜蘭縣羅東鎮住宅火災，已撲滅，無傷亡】,111-06-24
【地震】【6月24日04:21花蓮縣政府南南西方41.9公里(花蓮縣近海)發生芮氏規模4.5地震，無災情】,111-06-24
【商店火災】【24日11:59南投縣竹山鎮大明路商店火災，已撲滅，無傷亡】,111-06-25
【地震】【6月24日13:47花蓮縣政府南南西方45.2公里(花蓮縣光復鄉)發生芮氏規模3.9地震，無災情】,111-06-25
【倉庫火災】【24日13:41桃園市大溪區康莊路三段倉庫火災，已撲滅，無傷亡】,111-06-25
【地震】【6月24日15:09花蓮縣政府南南西方41.1公里(花蓮縣豐濱鄉)發生芮氏規模4.1地震，無災情】,111-06-25
【陸上交通事故】【25日02:45臺中市西屯區國道1號南下175.8公里處，3貨車及2自小客車發生車禍，7人受傷送醫】,111-06-25
【學校火災】【25日06:07金門縣金寧鄉「金門大學」綜合大樓地下室1教室火災，已撲滅，無傷亡】,111-06-25
【漁船火災】【25日高雄市旗津區某船廠鮪釣漁船火災，已撲滅，無傷亡】,111-06-25
【地震】【6月25日10:27花蓮縣政府南南西方44.9公里(花蓮縣光復鄉)發生芮氏規模4.9地震，無災情】,111-06-25
【地震】【6月25日10:32花蓮縣政府南南西方46.8公里(花蓮縣光復鄉)發生芮氏規模4.1地震，無災情】,111-06-25
【地震】【6月25日10:37花蓮縣政府南南西方45.3公里(花蓮縣光復鄉)發生芮氏規模4.3地震，無災情】,111-06-25
【地震】【6月25日10:38花蓮縣政府南南西方45.4公里(花蓮縣光復鄉)發生芮氏規模3.5地震，無災情】,111-06-25
​【地震】【6月25日13:42花蓮縣政府南南西方45.4公里(花蓮縣光復鄉)連續發生2起有感地震，無災情】,111-06-25
​【地震】【6月25日18:06花蓮縣政府南南西方44.1公里(花蓮縣光復鄉)發生芮氏規模3.7地震，無災情】,111-06-25
【地震】【6月25日21:34、21:46、22:03、22:08於花蓮縣光復鄉發生芮氏規模5.1、3.7、3.8、3.8地震，無災情】,111-06-26
【地震】【6月26日00:07、00:13、00:50花蓮縣光復鄉及鳳林鎮發生芮氏規模4.0、3.6、3.6地震，無災情】,111-06-26
【山域事故】【28日苗栗縣泰安鄉「聖稜線」1女高山症，空勤直升機及本署特搜共勤成功吊掛後送,111-06-29
【陸上交通事故】【28日18:20屏東縣恆春鎮南灣路206號前，2自小客車車禍，6輕傷皆意識清醒送醫】,111-06-29
【地震】【6月28日21:43於高雄市政府南方70.8公里(臺灣西南部海域)發生芮氏規模5.3地震，無災情】,111-06-29
【住宅火災】【29日00:13新北市三重區大同南路某住宅2樓火災，已撲滅，救出3人無生命徵象送醫】,111-06-29
【山域事故】【30日南投縣仁愛鄉奇萊山成功山屋1男胸痛無法行走，空勤直升機及本署特搜共勤成功吊掛後送】,111-06-30
​【地震】【6月30日11:14花蓮縣政府南方28.1公里(花蓮縣近海)發生芮氏規模3.8地震，無災情】,111-06-30
【地震】【6月30日12:56花蓮縣政府南方27.5公里(花蓮縣近海)發生芮氏規模3.6地震，無災情】,111-06-30
​【住宅火災】【30日16:55彰化縣鹿港鎮住宅火災，已撲滅，1死亡】,111-07-01
​【住宅火災】【30日19:45彰化縣溪湖鎮住宅火災，已撲滅，1人死亡】,111-07-01
【工廠火災】【19:04臺中市烏日區太明路某工廠火災，已撲滅，無傷亡】,111-07-02
【地震】【7月1日21:32臺東縣政府南南東方69.9公里(臺灣東南部海域)發生芮氏規模4.8地震，無災情】,111-07-02
【地震】【7月1日23:07臺東縣政府南南東方70.3公里(臺灣東南部海域)發生芮氏規模3.9地震，無災情】,111-07-02
【禮儀公司火災】【4日03:04桃園市中壢區培英路某連棟鐵皮建物火災，已撲滅，無傷亡】,111-07-04
【自焚】【3日新北市三重區三和路4段145巷內1死】,111-07-04
【住宅火災】【5日13:36屏東縣恆春鎮恆南路1住宅火災，已撲滅，1男童無生命徵象】,111-07-06
【住宅火災】【5日19:33桃園市蘆竹區南山北路二段住宅火災，已撲滅，無傷亡】,111-07-06
【住宅火災】【6日00:14臺中市大雅區月祥路住宅火災，已撲滅，無傷亡】,111-07-06
【山域事故】【6日花蓮縣秀林鄉「奇萊東稜」往「岳王亭」1男獨攀失聯且高山症，空勤直升機及本署特搜共勤成功吊掛後送】,111-07-08
​【地震】【7月8日19:57宜蘭縣政府東北東方25.9公里(臺灣東部海域)發生芮氏規模4.3地震，無災情】,111-07-09
​【地震】【7月9日01:43臺東縣政府北北東方55.5公里(臺東縣成功鎮)發生芮氏規模4.2地震，無災情】,111-07-09
【工廠火災】【11日09:34桃園市大溪區康莊路某木材加工廠火災，已撲滅，無傷亡】,111-07-11
【消防快訊-天然氣外洩】【11日09:55臺中市北區太原八街施工挖斷管線，造成天然氣外洩，已止漏，無傷亡】,111-07-11
【新聞監看-臺北市文山區辛亥路地下室機房火災，已撲滅，無傷亡】,111-07-11
【工廠火災】【11日11:56臺中市神岡區溪頭路某烤漆工廠火災，已撲滅，無傷亡】,111-07-11
【山域事故】【13日南投縣信義鄉「八通關大草原」1男摔傷無法行走、意識清楚，空勤直升機及本署特搜共勤落地搭載傷者送醫】,111-07-13
【住宅火災】【14日11:34臺東縣關山鎮德高里1住宅火災，已撲滅，無傷亡】,111-07-15
【建材行火災】【14日12:20宜蘭縣五結鄉向上路建材行火災，已撲滅，1男燒燙傷送醫】,111-07-15
【山域事故】【16日花蓮縣卓溪鄉塔芬池1女左腕骨折、右膝撕裂傷，空勤直升機及本署特搜共勤吊掛傷者送醫】,111-07-16
【住宅火災】【16日高雄市前鎮區某住宅火災，已撲滅，1女疑似自焚明顯死亡】,111-07-16
【工廠火災】【16日08:00桃園市中壢區文中路工廠火災，已撲滅，無傷亡】,111-07-16
【山域事故】【15日高雄市桃源鄉拉庫音溪山屋1女腳扭傷，空勤直升機及本署特搜共勤吊掛傷者送醫】,111-07-16
【工廠火災】【24日臺中市烏日區振興街汽車回收場火災，已撲滅，無傷亡】,111-07-25
​【地震】【7月24日08:32臺東縣政府北北東方65.8公里(臺東縣近海)發生芮氏規模5.2地震，無災情】,111-07-25
​【住宅火災】【24日花蓮縣富里鄉萬寧村住宅火災，已撲滅，無傷亡】,111-07-25
​【住宅火災】【24日臺中市大甲區錦上街住宅火災，已撲滅，1男受傷送醫】,111-07-25
​【地震】【7月25日02:16花蓮縣政府南南西方72.9公里(花蓮縣玉里鎮)發生芮氏規模4.5地震，無災情】,111-07-25
​【地震】【7月25日07:44苗栗縣政府東南方19.7公里(苗栗縣泰安鄉)發生芮氏規模4.3地震，無災情】,111-07-26
​【山域事故】【25日高雄市桃源區「圓峰山屋」1男高山症，空勤直升機及本署特搜共勤落地搭載患者送醫】,111-07-26
【垃圾場火災】【雲林縣虎尾鎮下溪里某垃圾場火災，已撲滅，無傷亡】,111-07-26
​【地震】【7月26日06:11花蓮縣政府西北西方10.5公里(花蓮縣秀林鄉)發生芮氏規模3.9地震，無災情】,111-07-26
【工廠火災】【26日彰化縣芬園鄉彰南路四段某工廠火災，已撲滅，無傷亡】,111-07-27
【住宅火災】【26日高雄市前鎮區三多三路1住宅火災，已撲滅，救出1人無生命徵象送醫】,111-07-27
​【山域事故】【26日花蓮縣秀林鄉「帕托魯山三叉點營地」1男高山症，空勤直升機及本署特搜共勤成功吊掛患者送醫】,111-07-27
​【山域事故】【16日臺東縣海端鄉「戒茂斯山」1男失蹤，空勤直升機及本署特搜共勤成功吊掛大體下山】,111-07-27
​【機關火災】【26日19:41屏東火車站2樓電氣室火災，已撲滅，無傷亡】,111-07-27
​【住宅火災】【26日19:12新北市淡水區水碓25巷某住宅火災，已撲滅，2人無生命徵象】,111-07-27
​【工廠火災】【26日23:18新北市樹林區光武街巷某工廠火災，已撲滅，無傷亡】,111-07-27
​【住宅火災】【27日屏東縣屏東市復興南路2段1住宅火災，已撲滅，無傷亡】,111-07-27
【山域事故】【29日花蓮縣卓溪鄉「盧利拉駱山」1男摔傷，空勤直升機及本署特搜共勤成功吊掛送醫】,111-07-30
【山域事故】【30日臺東縣海端鄉「嘉明湖避難山屋」旁1公里處1女高山症，空勤直升機及本署特搜共勤成功吊掛送醫】,111-07-30
【山域事故】【31日花蓮縣奇萊東稜「北鞍營地」1外籍男性腳扭傷無法行走，空勤直升機及本署特搜共勤成功吊掛送醫】,111-07-31
【住宅火災】【31日臺北市內湖區內湖路1段住宅火災，已撲滅，無傷亡】,111-08-01
【住宅火災】【31日雲林縣口湖鄉蚵寮路某住宅火災，已撲滅，無傷亡】,111-08-01
【地震】【8月1日01:50臺東縣政府南南東方100.8公里(臺灣東南部海域)發生芮氏規模3.3地震，無災情】,111-08-01
【住宅火災】【16:12澎湖縣湖西鄉湖西村某住宅火災，已撲滅，1傷】,111-08-02
​【山域事故】【2日臺東縣海端鄉海諾南山下營地1女腳傷無法行走，空勤直升機及本署特搜共勤成功落地搭載送醫】,111-08-05
​【住宅火災】【5日14:35南投縣仁愛鄉發祥村1連棟住宅火災，已撲滅，無傷亡】,111-08-05
​【倉庫火災】【5日18:39屏東縣麟洛鄉農田四巷1倉庫火災，已撲滅，無傷亡】,111-08-06
​【餐廳火災】【6日05:36高雄市楠梓區大學東路1餐廳火災，已撲滅，無傷亡】,111-08-06
【住宅火災】6日05:36桃園市楊梅區中山路1住宅火災，已撲滅，無傷亡,111-08-06
【回收場火災】6日07:50屏東縣九如鄉榮泉街某回收場火災，已撲滅，無傷亡,111-08-06
【輕航機空難，尋獲2焦屍】,111-08-07
【消防快訊-海難】,111-08-07
【山域事故】【6日花蓮縣秀林鄉鐵線斷崖1男摔傷左肩脫臼變形，空勤直升機及消防署特搜人員成功吊掛後送醫】,111-08-07
【倉庫火災】【8日19:04臺南市新營區長榮路2段倉庫火災，已撲滅，無傷亡】,111-08-09
【木林廠火災】【9日臺中市龍井區竹師路某木材廠火災，已撲滅，無傷亡,111-08-10
【地震】【8月10日02:49花蓮縣政府南南西方27.8公里(花蓮縣壽豐鄉)發生芮氏規模3.6地震，無災情】,111-08-10
【住宅火災】【10日06:15金寧鄉伯玉路某住宅火災，已撲滅，無傷亡】,111-08-11
【倉庫火災】【10日14:31臺中市大雅區神林路一段104巷倉庫火災，已撲滅，無傷亡】,111-08-11
【工廠火災】【10日23:50嘉義縣民雄鄉大崎村大丘園某工廠火災，已撲滅，無傷亡】,111-08-11
​【商店火災】【11日14:34新竹市東區關新東路商店火災，已撲滅，無傷亡】,111-08-12
​【山域事故】【11日南投縣仁愛鄉大陸池營地附近1男迷途缺糧，空勤直升機及消防署特搜人員成功吊掛後送醫】,111-08-12
【住宅火災】【13日08:22花蓮縣新城鄉某住宅火災，已撲滅，無傷亡】,111-08-13
【住宅火災】【13日10:51嘉義縣六腳鄉某住宅火災，已撲滅，1男全身90% 3度燒傷送醫】,111-08-13
【雞舍火災】【13日10:33嘉義縣東石鄉某雞舍火災，已撲滅，無傷亡】,111-08-13
【工廠火災】【13日18:11新北市五股區某工廠火災，已撲滅，無傷亡】,111-08-13
【工廠火災】【13日21:17基隆市七堵區自強路某工廠火災，已撲滅，無傷亡】,111-08-14
住宅火災】【14日04:07嘉義縣阿里山鄉達邦村某住宅火災，已撲滅，無傷亡】,111-08-14
